_unit_id,category,category:confidence,image_url
851506432,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4563/19330cbb28784cf98f0258e5865e1a58.jpg.png
851506433,tribal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4567/d4dd8d4bb7ed407f86099a615145b44f.jpg.png
851506434,ikat,0.35,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4578/ad6ac45aa0fa475d8c8f6fa6eea892dd.jpg.png
851506435,skull,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4579/87b2f5d013e74a0db90d4fd10ae6f309.jpg.png
851506436,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4586/dc0124aae3c14597aab616a21fd07892.jpg.png
851506437,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4599/a2136a2f73ad412bb580a8b641031179.jpg.png
851506438,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4608/772912db31554a1a85bcdf043ffc63aa.jpg.png
851506439,plain,0.3469,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4620/0215516a08eb486c84917384fab5f9df.jpg.png
851506440,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4624/4aca9f626f874ee28d3ffc26a3536809.jpg.png
851506441,OTHER,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4630/d04c7ad6b29645d881dc27add3283e6f.jpg.png
851506442,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4633/98916a2a72b346e98d95eda82c461144.jpg.png
851506443,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4642/32bd116960b542e58b3d75711b4e307f.jpg.png
851506444,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4644/bcbf0bfcb05d478baaaa24660cf159c2.jpg.png
851506445,tribal,0.6623,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4644/bcbf0bfcb05d478baaaa24660cf159c2.jpg.png
851506446,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4649/0f775a4f9b3a4f0fa0747da9827626bd.jpg.png
851506447,scales,0.3469,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4655/0192e8c14e914b6e87f0fa63da369e04.jpg.png
851506448,tribal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4656/52a793b97bdf404591460dadbbf875f1.jpg.png
851506449,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4657/a37cb7ba1d4e4d7c82861ba8d98dd0ab.jpg.png
851506450,OTHER,0.7013,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4663/c5a5c9462a3f4baa9d6edb36d091e34e.jpg.png
851506451,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4665/5ab26833ca5c438aa6ce8fbb3a08684d.jpg.png
851506452,stripes,0.67,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4675/aebe38e827204151bcf3558d7901a290.jpg.png
851506453,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4681/d606a572c306498492d7b74b7dff4e00.jpg.png
851506454,plain,0.6569,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4682/a91c3488e73f4434a5c8286545fc3786.jpg.png
851506455,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4690/65cd4696ce9d43b8bd8fe55b4a5828ce.jpg.png
851506456,OTHER,0.3659,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4696/7acb013f40f246458f3306a110bca0b0.jpg.png
851506457,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4706/9958b3d6bc934cd4925e2696e95f052a.jpg.png
851506458,cartoon,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4712/11bb153b4902465986a3a5b42e87924b.jpg.png
851506459,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4719/624617812e7b433690f79e70bdde3748.jpg.png
851506460,polka dot,0.6635,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4721/13fba6c1bb5644ada1f8c67e50457513.jpg.png
851506461,plain,0.3488,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4723/02fae73a585542e89d65197e46ec48b6.jpg.png
851506462,scales,0.6364,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4732/c5351bf7eaf84f93bd3019c20f5961df.jpg.png
851506463,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4737/e8ba1ade48664ff3bb3e1a4a5f6a8940.jpg.png
851506464,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4739/3b1727246e9a4a928fed24bf0c3f2af6.jpg.png
851506465,plain,0.3529,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4740/acf09f12e3ce43b3840e8e0b2cfdf6b6.jpg.png
851506466,floral,0.6576,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4744/89162d3c27074a49bb4c0f4f6405d4aa.jpg.png
851506467,floral,0.6827,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4746/99568186342e4feba757a4fbad93de2f.jpg.png
851506468,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4753/3a568367cd8b4fada6d8a378c9834aa4.jpg.png
851506469,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4764/83e83ffd068b40b6a7c7aca927ad3afd.jpg.png
851506470,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4766/52d5c6c59ded428496eb252ba11e79bd.jpg.png
851506471,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4783/74c8368882c44b41ae3abb1f6343496a.jpg.png
851506472,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4790/2ae5128fca9f40b2ba7d975de97693a0.jpg.png
851506473,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4791/94c5108dbb014d44a0885270b1de7815.jpg.png
851506474,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4798/18e064f089734e12a827b085a54cdcf2.jpg.png
851506475,ikat,0.3414,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4801/69b8c88023d54c80ade978c6c3c881bc.jpg.png
851506476,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4802/a7304b623c314ce9b7e357ba7a06049d.jpg.png
851506477,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4803/a4d43fe4a7434274984d470d0740f6f0.jpg.png
851506478,plain,0.6476,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4816/056073f97f40464e8cd7df32e2bf7765.jpg.png
851506479,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4819/810b395c013f4bb48f9f7bfcd4e0a675.jpg.png
851506480,floral,0.6923,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4819/810b395c013f4bb48f9f7bfcd4e0a675.jpg.png
851506481,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4822/32f7988353a14d8f884e73d790592a2f.jpg.png
851506482,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4825/7bd22d3e56724469894620b47bde3323.jpg.png
851506483,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4827/13b60d999571456ea279b0b6981a7151.jpg.png
851506484,plain,0.6604,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4832/bdc12e9fefcf4566bc426823ad0e6552.jpg.png
851506485,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4834/1a03587e0546415dac5fa505f5ebd20c.jpg.png
851506486,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4835/4ce91ab54039465e880b1bfda77c0793.jpg.png
851506487,floral,0.6827,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4838/9a7957b6396b4b31a60038dc247e91f1.jpg.png
851506488,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4849/e7182f210c8f4bef8cdabbc6e7c1e59c.jpg.png
851506489,plain,0.6981,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4852/fe8dd31b4c444f2eb6ac539496b52e58.jpg.png
851506490,tribal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4854/ca080bfc480e4d2c8ee1ea46bdd002be.jpg.png
851506491,plain,0.6632,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4864/ca4c2a0d495d4c3ea98a8411752888a0.jpg.png
851506492,floral,0.6521,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4865/9e787bc728d64f08b78caf6b353e75a9.jpg.png
851506493,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4872/8746b5f5ffed4f8caed305814cffd5b2.jpg.png
851506494,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4873/ead7a80cfeaf4c578725a4aad401fdf5.jpg.png
851506495,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4880/a255252e659b4a6e8673d1086db0a845.jpg.png
851506496,tribal,0.6654,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4890/84f3254e2b93459fbc6d4c7969466211.jpg.png
851506497,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4897/c0edec17a6b64153b2d7b94cb6b9925c.jpg.png
851506498,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4909/380a3927d9994087a316f9f7ea4633b6.jpg.png
851506499,floral,0.5024,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4922/77be09255f15405c80f5b101c27302db.jpg.png
851506500,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4927/53159a30cbd9451ba72bd4ccb49c2407.jpg.png
851506501,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4934/63fe69f9095c4233a64bf21ab4fa6d99.jpg.png
851506502,scales,0.3505,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4935/c0123bbbaf434d71873587904f3e0d40.jpg.png
851506503,squares,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4964/3b1b50b6b40340caa621a8b094bbcd31.jpg.png
851506504,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4973/194c443391be4b58b4ee46dc36af3af2.jpg.png
851506505,plain,0.6569,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4977/5939b8a33b8e40679c58edcca42f1592.jpg.png
851506506,squares,0.6701,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/4980/5357fcb410584ac09e74d04df4c83d17.jpg.png
851506507,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5011/950574fc34874079b92593068673777f.jpg.png
851506508,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5014/ac184de56d5749299daa7d5c84351474.jpg.png
851506509,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5020/086601ae730548b7a449c1f8ec623c59.jpg.png
851506510,plain,0.3523,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5081/3144c00cb04243d8a450b7fbf40cf1db.jpg.png
851506511,cartoon,0.3472,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5096/775487404e39459ea19d4bc24ae2878b.jpg.png
851506512,stripes,0.6633,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5103/7150c5ffd6a44a2dbade82d0f4d04bd7.jpg.png
851506513,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5105/da4f04b33bc44e3195741be272824a95.jpg.png
851506514,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5106/3b1993af99464cd09bf5457598b3bff4.jpg.png
851506515,cartoon,0.6538,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5110/a3b7978b28944d9093aa42d323743289.jpg.png
851506516,animal,0.6505,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5111/0d70d3705b6d49de9770ef56950c7606.jpg.png
851506517,cartoon,0.3429,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5116/72cdbef7559b4964a174371d982f225d.jpg.png
851506518,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5117/68929ea9343049868731c8f5c98deeda.jpg.png
851506519,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5123/9c94a408e97d48c28019fe7e955588af.jpg.png
851506520,polka dot,0.6827,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5126/303b90017df942c4a0a81a35c148d7d8.jpg.png
851506521,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5137/186386492b114689811b1b655b20162f.jpg.png
851506522,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5139/2e796b7cb2c247c3ba1543cf9499e476.jpg.png
851506523,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5143/b9e3160d03274731a5affc3870711f0f.jpg.png
851506524,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5147/0425c376cc2640459e47606ae0bb7a92.jpg.png
851506525,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5148/d352fc12de8b40b8ae78f9a723a087cc.jpg.png
851506526,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5157/e011cc12092f42ba9eb12f68291157da.jpg.png
851506527,plain,0.688,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5167/84be5dc5b99e4b98b308c1b702d46f38.jpg.png
851506528,ikat,0.6882,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5171/ef44c1328ad64591878d6f3d9bd96ede.jpg.png
851506529,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5173/02b1b5d8d1e948cb82ceb9d56c931918.jpg.png
851506530,floral,0.3534,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5177/fbce9bd8feb841258983ea4b129e59f7.jpg.png
851506531,polka dot,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5180/3c8bc61fa44a497b9d890da610c7a8d2.jpg.png
851506532,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5182/061b55d4fee9426f877bcafb81c64af3.jpg.png
851506533,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5204/632e3e547fa0460eb9383f1e3915ebfe.jpg.png
851506534,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5205/06c7e5fd647a4d77b51b516db29fa1e4.jpg.png
851506535,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5217/5334d2c99a67489280d1bc71f620f379.jpg.png
851506536,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5229/ab95f02978974369a3161254f7418e42.jpg.png
851506537,floral,0.6449,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5238/fb85b0b4135a435f990438ea665fc35f.jpg.png
851506538,stripes,0.6442,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5249/d9d89ff226fb44ec995358f5f8a0c47e.jpg.png
851506539,OTHER,0.6607,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5251/8a117fe8f7654109b31a93cbf5216980.jpg.png
851506540,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5254/a586adf9ed7d42028f927bcdb539d303.jpg.png
851506541,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5255/380a07ceb28d4875b6fca65a13dc7c57.jpg.png
851506542,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5266/9ee3daad259b4c74ad6ad87337b339e0.jpg.png
851506543,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5268/d51ab545bb8245449a1c290d62378d5b.jpg.png
851506544,ikat,0.3523,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5269/3723f16edfbd4d8d81f7d99ae25175d1.jpg.png
851506545,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5275/c75a63da139d41abaf9d1a49e2c20966.jpg.png
851506546,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5299/57bf98066a4d45f19845877b8e03c731.jpg.png
851506547,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5312/2a1df709bcfc490cb3118a19ccdbf4e9.jpg.png
851506548,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5335/0c3a60b9f32740b3918576b1eaccc8e6.jpg.png
851506549,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5337/b435cc026ba44a23a65b09ce11b3a6ef.jpg.png
851506550,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5339/a95976c1487e41ae9bf876df866a044b.jpg.png
851506551,plain,0.6453,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5364/da2177f9023f4a60b126528e9b3c194c.jpg.png
851506552,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5369/0774e689a73b416da664b0a1ff32c088.jpg.png
851506553,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5377/546eaf83902c4534b18e12b45dfc47e6.jpg.png
851506554,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5385/b718bf0171324bab9ffedf8d72cfe032.jpg.png
851506555,polka dot,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5422/723d34abd4c6416786aa00bdcb1a879e.jpg.png
851506556,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5427/512c9dfe53b1461ab53a9c33cb443630.jpg.png
851506557,stripes,0.6505,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5428/5dbc84cf69e64893a5eea485129a84d0.jpg.png
851506558,geometry,0.6809,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5429/728f69af1ba4400898d31c7ae9e5ecbd.jpg.png
851506559,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5456/56cf0b43ac9145f6b7e8441f4c994ef3.jpg.png
851506560,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5457/95e9ae38256a46d3a77a743384858173.jpg.png
851506561,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5459/6b3ec45f870a4dcaa665f3dbd830ee21.jpg.png
851506562,polka dot,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5460/0107e0580b7c439da8857f846c0b2843.jpg.png
851506563,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5466/0961e16f52af464d865b627094f60a3f.jpg.png
851506565,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5467/85403944cd0f4fba99161444cba9697c.jpg.png
851506566,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5471/41a25c9f72d4415d8e05e6db075746e5.jpg.png
851506567,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5475/c1eebe78176142d793cc54f9acd1be9a.jpg.png
851506568,ikat,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5476/39cbcec71a4641f19e9505b93fe0825a.jpg.png
851506569,floral,0.3636,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5480/fd04bd5fb6dd40a8b878bb2c884fd7b7.jpg.png
851506570,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5488/2df7f203c8b445079889a94896f601f6.jpg.png
851506571,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5492/e0a40f64e3984bf39ae6611706e68f9b.jpg.png
851506572,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5498/7af04122ae0e40f5be3fce7b4458346f.jpg.png
851506573,floral,0.6297,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5503/58c79611a8884007bee4ba7a977b9f62.jpg.png
851506574,cartoon,0.6699,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5506/d0d8e94be4454f68bb55619dce821927.jpg.png
851506575,OTHER,0.3409,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5516/b0578991d08c4754b9669f31b7f4bf35.jpg.png
851506576,plain,0.6762,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5518/c2d4733b1a2b4d699b13438aa203db14.jpg.png
851506577,OTHER,0.6604,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5523/3e539ecfae914194a70598691fa98700.jpg.png
851506578,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5525/d65be02dd80c452dba5ead00b13c2559.jpg.png
851506579,floral,0.6495,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5546/8b6e4177e72f445ebfb2c340f6018dc0.jpg.png
851506580,plain,0.6763,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5547/eced5d9ed9d04311b4fb64d1f1cb175b.jpg.png
851506581,cartoon,0.6635,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5549/6cf55c7353244c2bb0e6513e0a64481a.jpg.png
851506582,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5551/ce3dcbcba8024c609e4bc3172f64fb75.jpg.png
851506583,ikat,0.3638,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5553/c3de63a4fc53443eb9de974af7471e51.jpg.png
851506584,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5555/ee7008fb90834806985f35f4f4cb9b91.jpg.png
851506585,OTHER,0.3564,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5570/d130c4b7e30c4d2ca1b0dbe378553d35.jpg.png
851506586,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5575/124a8c9eb7da4ff5a6cdd72146a20c81.jpg.png
851506587,stripes,0.6931,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5583/7ab688f6b75d443cad4edd4e58d05a9f.jpg.png
851506588,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5585/ab19ab2dc63e4b43afaee050f4cc880e.jpg.png
851506590,floral,0.6827,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5602/35fa2e51a24040aeb8a42d3da5c1b605.jpg.png
851506591,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5605/f4e9959fe5574cc087457c6de24d0055.jpg.png
851506592,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5615/b36d0512ce31421aaca75bc05fe4f41a.jpg.png
851506593,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5616/8d36f69f334f4bd2969964b495d25695.jpg.png
851506594,tribal,0.6667,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5619/53639af0f3844d57b6ba0774f8e300ed.jpg.png
851506595,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5629/c554be555ba7485d82192cb5a5e3bfd4.jpg.png
851506596,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5637/edc9334be6324ffdb58c8e0ea314d2fd.jpg.png
851506597,floral,0.3429,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5645/3c5ac99eb7d74ac0b6c1f31b720acdc4.jpg.png
851506598,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5649/1fc8626b99524de7a5fd8414c1abf26a.jpg.png
851506599,stripes,0.6433,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5650/0ecf0b1d351143abaf0cbab7e57568cf.jpg.png
851506600,squares,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5654/e56526390d81455d9b6ff91311a5a033.jpg.png
851506601,plain,0.6471,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5655/f3ef4e17be3e44108c28a4fc34b796f1.jpg.png
851506602,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5656/6ac861e144604812b1bb6cc09930e7ca.jpg.png
851506603,floral,0.3473,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5661/3a3d44df93e64e70bb070be8f3b64473.jpg.png
851506604,plain,0.6362,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5667/4bee36c3eb43432580bfb520f7a8a245.jpg.png
851506605,floral,0.6969,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5668/b0f3d57104624119b7f47ac0515d9a93.jpg.png
851506606,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5684/0754d535f3ad4ce0992666f1df681433.jpg.png
851506607,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5687/116941a22aab4b2db754bc804173a368.jpg.png
851506608,plain,0.6531,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5692/bdc9552abed24c25929882baf761a2ff.jpg.png
851506609,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5699/986df78ad04b43bc95c96e49c7d1bceb.jpg.png
851506610,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5705/de7068b31b604915a2958394d00bdb73.jpg.png
851506611,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5716/e3bb21ef971c430ea2d624b4dd35aa4c.jpg.png
851506612,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5720/def7b7fb37e74108af28b6bb2ba1d478.jpg.png
851506613,floral,0.7033,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5721/ed84efcf11b4495a817e8f72c4697679.jpg.png
851506614,floral,0.3579,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5722/4c8746e32bba4843815be45f4564f188.jpg.png
851506615,tribal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5726/9d474bc1b9f746b6aa7a5662f157c12f.jpg.png
851506616,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5727/758f3599d7fb43da9def945ff3d125c8.jpg.png
851506617,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5750/f0301d5ba10e4155956e0af6b0401cd6.jpg.png
851506618,plain,0.7,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5756/348f880468614ec59687445e909e78cf.jpg.png
851506619,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5762/6856a8d8f7cd4276a3778b4e55aa4a5a.jpg.png
851506620,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5765/2adfcd4d40634c0b8cbdd6b2d8237232.jpg.png
851506621,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5766/5c76313000ac4a7f9fab9cbbcf8dbacb.jpg.png
851506622,floral,0.6604,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5775/14d685008fa349e4b34afa5c2dc0b520.jpg.png
851506623,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5778/42e42ebaaaad428287a9f594693b87f3.jpg.png
851506624,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5790/a313bf764af3438d854d5801311f6741.jpg.png
851506625,OTHER,0.63,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5791/d028acfbc4e545819d189fb5b33bb52d.jpg.png
851506626,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5792/419f1dfa4fe145f080efbf1a120ba7df.jpg.png
851506627,plain,0.6827,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5793/0964271cd5aa4dd88f0932280da633e9.jpg.png
851506628,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5798/b35becaa966046a7bdd126445b40e8b2.jpg.png
851506629,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5801/9f7dfefc6d934f239d43615b0340f131.jpg.png
851506630,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5806/fe6ea6121300494287705c84949143e8.jpg.png
851506631,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/5809/7e94c02b238e4b499962ba80c7e52665.jpg.png
